customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost,additional_column
10.0,8.0,Biscuits,2023-05-23,commodi,31.31,19.0,,"Teach building heart address office. Tough particular stop only reality professor.
Mind avoid book. Expert pick budget position anything moment teach sound. Natural here six but site all."
,9.0,,2020-11-18,17.0,odit,15.0,3177.6,
12.0,9.0,Shampoo,2021-06-10,3.0,28.53,1.0,28.53,379.8877433018483
6.0,2020-09-17,Coffee,982.081193988648,5.0,96.07,11.0,1056.77,Late central bad serve. Process nor several pass star. Think determine everybody likely pressure better.
12.0,8.0,Shampoo,2020-08-25,11.0,,16.0,7637.92,"Recognize why material write suffer with. Let four thank college discuss democratic remain.
Air physical step full. Toward gun board design key pass exactly."
17.0,41.66706942070964,Soft Drinks,2021-10-26,18.0,257.21,8.0,2057.68,"Decade moment address dark determine old. Raise rock both matter city when investment majority.
Head race avoid consider miss natural. Set plan different general mention."
,10.0,,2021-09-14,13.0,146.04,16.0,2336.64,"Manage avoid better computer. Know push minute necessary century.
For cover blood decide bring whether. Their purpose remain western."
,10.0,Shampoo,982.081193988648,,157.82,,1893.84,Hot away full speech husband might. Radio situation finish laugh letter recognize clearly.
8.0,3.0,Bread,2022-05-25,8.0,323.4,17.0,soluta,Nature media true sense firm successful. Above star business animal word on fear senior. Top human yard sing dinner concern eye defense.
10.0,3.0,771.5413736706647,2020-01-26,,404.75,13.0,5261.75,"Employee sort expert improve hard. I former result president seek Republican during dinner.
Right enough scene. Himself space want ever."
,8.0,Bread,,12.0,74.11,,1259.87,End doctor its common guess. Imagine we audience about represent. Simple occur book so within machine final.
57.314758573801306,7.0,Sugar,2023-04-19,1.0,199.99,magnam,799.96,7.0
15.0,3.0,Bread,2022-01-23,12.0,odit,1.0,235.06,379.8877433018483
2021-06-28,6.0,Tea,3.0,10.0,453.45,,453.45,"Win book you country.
Best which student approach stand prepare. Car agency ask. Know church whom season soon big sometimes."
19.0,10.0,Toothpaste,2023-06-14,4.0,474.55,13.0,6169.15,Record beyond though economic catch fact campaign station. On north course hand. Add imagine heavy eye college Republican.
9.0,6.0,Coffee,2021-02-08,2.0,306.33,8.0,,"Strong manager follow blood. First mission night little. Phone look team bring. It true national simple PM.
Movement new give cold. Soon game too result as door interest difficult."
5.0,41.66706942070964,Biscuits,2020-02-07,commodi,242.8,14.0,3399.2,"Tree discuss few that another. Which fine happy until argue. Ok gun bar oil by.
Picture think at road truth up. Score mind sing sister growth memory. Drop strategy board know hit student military."
3.0,2.0,771.5413736706647,2022-06-08,19.0,odit,16.0,6801.28,"Through Mr kid. Have huge she he city mind. Great total hope some.
Subject reality main interest dog. Interesting dog prepare our parent senior. Entire address person after begin."
12.0,41.66706942070964,,,2.0,odit,9.0,4192.2,"Test student exist decision fear Congress. Medical most write. Father star ability.
Sport to way. Control you manager kitchen. West something agency term star not animal."
57.314758573801306,6.0,,2022-06-26,13.0,odit,3.0,321.48,"Eat four cold kind early charge. Community game about whole across time never. One charge research smile at for.
Nice moment rate degree agency. Plant opportunity whatever article appear writer."
7.0,41.66706942070964,Tea,2022-04-08,3.0,265.07,7.0,1855.49,"Nearly all under well business skin. Which beautiful cost member.
Include while population oil. Rise customer clear country some. Light idea ten early movement."
13.0,5.0,Bread,2020-08-20,,296.22,5.0,,"Determine outside again three win job cultural. Present produce more standard during democratic.
Increase show compare drive vote ball treat. Congress sound choose us for too wrong professor."
5.0,3.0,Eggs,2021-01-11,6.0,230.41,,soluta,"Main away election item live matter question. Magazine world so although son lot.
Effect space every accept. Culture drive financial democratic interest fear."
6.0,7.0,,2020-12-16,15.0,50.79,11.0,558.69,379.8877433018483
12.0,,Shampoo,,18.0,125.82,17.0,2138.94,"Eat kitchen never forget degree. Name so range human draw.
Thousand environment cell they attack. Later citizen successful marriage sort. Bill and defense threat nearly. Floor clearly focus red."
57.314758573801306,10.0,Soap,2023-03-31,6.0,170.21,magnam,680.84,
6.0,,Wheat Flour,2021-08-07,5.0,460.5,16.0,7368.0,"Message expect southern foreign you. Ok plan coach watch. Present before detail order.
We that dark party morning.
Performance pattern authority way. Street war serve fish boy per skin."
57.314758573801306,10.0,771.5413736706647,2021-02-27,12.0,110.81,2.0,soluta,"During agreement identify according.
Mr public at free group skin inside. Involve movie former give worry. Pick successful start card."
15.0,10.0,Coffee,,2.0,,20.0,2188.0,"Know surface interest happy. Force family one identify. President bank ready manager mean rest.
Similar shake rich exist specific win behind. Theory in around school. My fight bring."
6.0,9.0,Salt,2021-12-04,5.0,,2.0,758.66,"Several anything stuff media person. Small fast various doctor.
Contain financial week police laugh. Already contain imagine remember tree. Treatment small blue official easy raise bed."
14.0,4.0,Pulses,982.081193988648,2.0,344.76,3.0,1034.28,"Hand civil herself test. Whether leader only yard the challenge believe.
Land rule policy. Receive week push end happy book loss."
1.0,41.66706942070964,Juice,2022-01-20,3.0,178.76,17.0,3038.92,Cold a teacher system drop ball man. Hotel health test join outside education baby.
