customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost,additional_column
4045,96,Shampoo,2020-02-24,20,413,4,1652,Strategy watch.
8341,63,Soap,2020-02-27,5,220,2,440,Hotel special who.
8164,1,Salt,2020-04-15,2,224,17,3808,Church instead.
6642,93,Shampoo,2022-02-03,1,413,2,826,Either tonight.
8576,100,Sugar,2021-08-09,3,146,6,876,Other debate stock.
7841,16,Vegetable Oil,2022-03-06,16,460,9,4140,Range something.
3346,100,Vegetable Oil,2021-09-08,20,460,7,3220,Red six trouble.
4986,63,Vegetable Oil,2021-12-08,8,460,11,5060,Too describe.
6642,22,Eggs,2020-07-17,4,462,10,4620,Black reality road.
1637,63,Vegetable Oil,2023-03-13,13,460,2,920,Admit world ago.
7841,16,Vegetable Oil,2020-07-06,17,460,1,460,Beautiful be cost.
2366,4,Vegetable Oil,2021-08-11,20,460,14,6440,Section debate to.
8236,16,Salt,2020-05-20,2,224,12,2688,Reveal bag attack.
1637,1,Soap,2022-04-19,8,220,17,3740,Stop together.
6317,63,Soft Drinks,2020-07-13,19,11,5,55,In study wear.
6642,4,Rice,2021-06-02,9,326,14,4564,Because however.
6319,1,Bread,2022-05-07,14,154,10,1540,Glass physical.
6319,22,Vegetable Oil,2022-11-20,17,460,8,3680,Along want.
9456,72,Vegetable Oil,2020-09-30,19,460,17,7820,Evidence training.
7350,22,Butter,2022-02-18,1,281,6,1686,Southern cold.
6319,96,Sugar,2021-11-27,11,146,11,1606,Decide amount until.
7350,22,Coffee,2023-08-17,9,61,6,366,Cost station.
5253,72,Salt,2021-10-01,5,224,19,4256,Suggest maybe look.
8341,1,Vegetable Oil,2023-07-01,2,460,2,920,Speak star bit.
3346,43,Rice,2021-05-23,11,326,10,3260,Happy inside stay.
1489,63,Shampoo,2020-02-16,15,413,19,7847,Machine skill.
6319,4,Salt,2022-12-04,15,224,12,2688,Gun buy scene.
7763,93,Soft Drinks,2021-01-03,20,11,5,55,Then pretty high.
7763,63,Sugar,2020-12-16,8,146,5,730,Fund check teacher.
8341,63,Sugar,2020-06-06,6,146,10,1460,Kitchen subject.
2366,100,Rice,2022-07-17,3,326,16,5216,Method political.
2366,43,Soap,2022-03-11,8,220,19,4180,Become himself.
8236,100,Shampoo,2023-05-05,5,413,16,6608,Seven Democrat not.
5253,16,Vegetable Oil,2023-04-10,10,460,10,4600,Parent leg.
7350,93,Vegetable Oil,2023-05-07,3,460,18,8280,Against very foot.
8164,43,Shampoo,2021-12-13,15,413,11,4543,Within about line.
8603,22,Juice,2022-09-12,9,373,12,4476,Put guy stay stay.
2482,63,Wheat Flour,2022-10-18,5,422,11,4642,Production.
2482,63,Coffee,2020-10-10,8,61,1,61,Growth actually leg.
8603,72,Butter,2022-10-16,20,281,13,3653,Thus why modern.
2366,4,Vegetable Oil,2022-02-01,12,460,7,3220,Seem occur.
