customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost,additional_column
5.0,8.0,Biscuits,2020-02-07,12.0,242.8,14.0,3399.2,"Tree discuss few that another. Which fine happy until argue. Ok gun bar oil by.
Picture think at road truth up. Score mind sing sister growth memory. Drop strategy board know hit student military."
,2.0,Biscuits,2022-06-08,19.0,425.08,,6801.28,"Through Mr kid. Have huge she he city mind. Great total hope some.
Subject reality main interest dog. Interesting dog prepare our parent senior. Entire address person after begin."
12.0,8.0,Soft Drinks,2020-06-16,2.0,465.8,9.0,4192.2,"Test student exist decision fear Congress. Medical most write. Father star ability.
Sport to way. Control you manager kitchen. West something agency term star not animal."
9.0,6.0,Biscuits,2022-06-26,laudantium,107.16,3.0,321.48,"Eat four cold kind early charge. Community game about whole across time never. One charge research smile at for.
Nice moment rate degree agency. Plant opportunity whatever article appear writer."
deserunt,3.0,Tea,2022-04-08,3.0,265.07,7.0,1855.49,"Nearly all under well business skin. Which beautiful cost member.
Include while population oil. Rise customer clear country some. Light idea ten early movement."
13.0,597.4271981583381,Bread,2020-08-20,7.0,296.22,5.0,1481.1,"Determine outside again three win job cultural. Present produce more standard during democratic.
Increase show compare drive vote ball treat. Congress sound choose us for too wrong professor."
5.0,3.0,Eggs,2021-01-11,6.0,230.41,16.0,3686.56,"Main away election item live matter question. Magazine world so although son lot.
Effect space every accept. Culture drive financial democratic interest fear."
6.0,,Frozen Vegetables,2020-12-16,15.0,fugit,11.0,558.69,Fall behavior TV listen may term man. Reduce particularly issue play. Reflect kitchen money include.
12.0,2.0,Shampoo,2021-11-24,18.0,125.82,17.0,2138.94,"Eat kitchen never forget degree. Name so range human draw.
Thousand environment cell they attack. Later citizen successful marriage sort. Bill and defense threat nearly. Floor clearly focus red."
7.0,597.4271981583381,Soap,2023-03-31,6.0,170.21,4.0,,"Mouth wait because soon who. Mission total bed pull. Now could guy middle cultural.
Thing can factor. Bit rich present measure however set."
6.0,7.0,Wheat Flour,2021-08-07,5.0,460.5,16.0,7368.0,"Message expect southern foreign you. Ok plan coach watch. Present before detail order.
We that dark party morning.
Performance pattern authority way. Street war serve fish boy per skin."
2.0,10.0,Soft Drinks,2021-02-27,12.0,110.81,4.0,443.24,"During agreement identify according.
Mr public at free group skin inside. Involve movie former give worry. Pick successful start card."
15.0,Coffee,10.0,2021-08-22,2.0,109.4,20.0,2188.0,"Know surface interest happy. Force family one identify. President bank ready manager mean rest.
Similar shake rich exist specific win behind. Theory in around school. My fight bring."
6.0,9.0,,2021-12-04,5.0,fugit,,758.66,"Several anything stuff media person. Small fast various doctor.
Contain financial week police laugh. Already contain imagine remember tree. Treatment small blue official easy raise bed."
14.0,4.0,Pulses,2021-04-15,2.0,344.76,3.0,,"Hand civil herself test. Whether leader only yard the challenge believe.
Land rule policy. Receive week push end happy book loss."
1.0,7.0,Juice,2022-01-20,3.0,178.76,reiciendis,3038.92,Cold a teacher system drop ball man. Hotel health test join outside education baby.
